Cycle; Step; Start; Stop; Duration
cycle_1; pp_step; 2015-11-03 19:23:20.291217; 2015-11-03 19:23:20.291226; 9e-06
cycle_1; pp_step_enmd_overhead; 2015-11-03 19:23:20.291217; 2015-11-03 19:23:20.291226; 9e-06
cycle_1; ex_step; 2015-11-03 19:22:40.213244; 2015-11-03 19:23:20.291023; 40.077779
cycle_1; ex_step_enmd_overhead; 2015-11-03 19:22:40.213244; 2015-11-03 19:22:40.494186; 0.280942
cycle_1; md_step; 2015-11-03 19:21:50.636291; 2015-11-03 19:22:40.213018; 49.576727
cycle_1; md_step_enmd_overhead; 2015-11-03 19:21:50.636291; 2015-11-03 19:21:50.807724; 0.171433
CU_ID; Scheduling; StagingInput; Allocating; Executing; StagingOutput; Done; Cycle; Step;
unit.000025; 1446578560.96; 1446578568.67; 1446578571.42; 1446578571.62; 1446578588.49; 1446578589.58; cycle_1; ex_step
unit.000024; 1446578560.95; 1446578567.42; 1446578569.62; 1446578569.82; 1446578586.39; 1446578587.49; cycle_1; ex_step
unit.000027; 1446578560.97; 1446578570.8; 1446578573.12; 1446578573.36; 1446578589.58; 1446578590.67; cycle_1; ex_step
unit.000026; 1446578560.96; 1446578569.06; 1446578571.95; 1446578572.15; 1446578588.5; 1446578589.58; cycle_1; ex_step
unit.000047; 1446578561.02; 1446578567.28; 1446578569.34; 1446578569.55; 1446578586.39; 1446578587.49; cycle_1; ex_step
unit.000046; 1446578561.02; 1446578565.9; 1446578568.14; 1446578568.34; 1446578585.3; 1446578586.39; cycle_1; ex_step
unit.000045; 1446578561.01; 1446578565.8; 1446578567.89; 1446578568.09; 1446578585.29; 1446578586.39; cycle_1; ex_step
unit.000042; 1446578561.01; 1446578561.41; 1446578564.91; 1446578565.11; 1446578582.09; 1446578583.21; cycle_1; ex_step
unit.000029; 1446578560.97; 1446578572.63; 1446578574.59; 1446578574.84; 1446578591.67; 1446578592.77; cycle_1; ex_step
unit.000028; 1446578560.97; 1446578571.34; 1446578573.43; 1446578573.63; 1446578590.58; 1446578591.67; cycle_1; ex_step
unit.000040; 1446578561.0; 1446578579.71; 1446578581.71; 1446578581.91; 1446578598.16; 1446578599.25; cycle_1; ex_step
unit.000044; 1446578561.01; 1446578564.23; 1446578566.59; 1446578566.79; 1446578583.21; 1446578584.29; cycle_1; ex_step
unit.000043; 1446578561.01; 1446578564.12; 1446578566.39; 1446578566.59; 1446578583.2; 1446578584.29; cycle_1; ex_step
unit.000036; 1446578560.98; 1446578576.95; 1446578578.96; 1446578579.16; 1446578595.96; 1446578597.07; cycle_1; ex_step
unit.000037; 1446578560.99; 1446578578.15; 1446578580.2; 1446578580.38; 1446578597.06; 1446578598.15; cycle_1; ex_step
unit.000034; 1446578560.98; 1446578575.59; 1446578577.58; 1446578577.79; 1446578593.87; 1446578594.96; cycle_1; ex_step
unit.000035; 1446578560.98; 1446578576.75; 1446578578.65; 1446578578.85; 1446578594.96; 1446578596.06; cycle_1; ex_step
unit.000032; 1446578560.98; 1446578574.21; 1446578576.22; 1446578576.42; 1446578592.77; 1446578593.86; cycle_1; ex_step
unit.000033; 1446578560.98; 1446578575.38; 1446578577.38; 1446578577.63; 1446578593.87; 1446578594.96; cycle_1; ex_step
unit.000030; 1446578560.97; 1446578572.84; 1446578574.91; 1446578575.11; 1446578591.68; 1446578592.77; cycle_1; ex_step
unit.000031; 1446578560.97; 1446578574.0; 1446578575.9; 1446578576.1; 1446578592.77; 1446578593.87; cycle_1; ex_step
unit.000038; 1446578560.99; 1446578578.34; 1446578580.33; 1446578580.54; 1446578597.07; 1446578598.16; cycle_1; ex_step
unit.000039; 1446578561.0; 1446578579.51; 1446578581.4; 1446578581.6; 1446578598.15; 1446578599.25; cycle_1; ex_step
unit.000041; 1446578561.01; 1446578561.41; 1446578564.71; 1446578564.91; 1446578581.08; 1446578582.2; cycle_1; ex_step
unit.000021; 1446578511.06; 1446578511.29; 1446578517.21; 1446578517.41; 1446578537.54; 1446578540.05; cycle_1; md_step
unit.000020; 1446578511.06; 1446578511.29; 1446578516.81; 1446578517.01; 1446578534.75; 1446578537.54; cycle_1; md_step
unit.000009; 1446578511.04; 1446578511.29; 1446578517.82; 1446578518.02; 1446578541.88; 1446578544.75; cycle_1; md_step
unit.000008; 1446578511.04; 1446578511.29; 1446578518.42; 1446578518.62; 1446578551.87; 1446578554.84; cycle_1; md_step
unit.000007; 1446578511.03; 1446578511.29; 1446578517.41; 1446578517.61; 1446578538.7; 1446578541.88; cycle_1; md_step
unit.000006; 1446578511.03; 1446578511.29; 1446578517.01; 1446578517.21; 1446578535.92; 1446578538.7; cycle_1; md_step
unit.000005; 1446578511.03; 1446578511.28; 1446578516.6; 1446578516.8; 1446578534.03; 1446578535.92; cycle_1; md_step
unit.000004; 1446578511.03; 1446578511.28; 1446578516.2; 1446578516.4; 1446578532.09; 1446578534.02; cycle_1; md_step
unit.000003; 1446578511.03; 1446578511.28; 1446578515.79; 1446578516.0; 1446578528.33; 1446578532.08; cycle_1; md_step
unit.000002; 1446578511.03; 1446578511.28; 1446578516.0; 1446578516.2; 1446578529.98; 1446578532.73; cycle_1; md_step
unit.000001; 1446578511.03; 1446578511.29; 1446578518.02; 1446578518.22; 1446578543.29; 1446578546.39; cycle_1; md_step
unit.000000; 1446578511.02; 1446578511.3; 1446578519.23; 1446578519.43; 1446578553.48; 1446578556.06; cycle_1; md_step
unit.000023; 1446578511.06; 1446578511.29; 1446578518.22; 1446578518.42; 1446578544.75; 1446578547.33; cycle_1; md_step
unit.000022; 1446578511.06; 1446578511.29; 1446578517.61; 1446578517.81; 1446578540.05; 1446578543.29; cycle_1; md_step
unit.000018; 1446578511.05; 1446578511.3; 1446578519.43; 1446578519.63; 1446578548.36; 1446578551.87; cycle_1; md_step
unit.000019; 1446578511.05; 1446578511.28; 1446578516.4; 1446578516.6; 1446578532.74; 1446578534.75; cycle_1; md_step
unit.000010; 1446578511.04; 1446578511.29; 1446578518.62; 1446578518.82; 1446578546.39; 1446578548.36; cycle_1; md_step
unit.000011; 1446578511.04; 1446578511.29; 1446578518.83; 1446578519.03; 1446578556.06; 1446578558.03; cycle_1; md_step
unit.000012; 1446578511.04; 1446578511.3; 1446578519.03; 1446578519.23; 1446578547.33; 1446578550.52; cycle_1; md_step
unit.000013; 1446578511.04; 1446578511.3; 1446578519.63; 1446578519.83; 1446578557.08; 1446578559.03; cycle_1; md_step
unit.000014; 1446578511.05; 1446578511.3; 1446578519.84; 1446578520.04; 1446578550.52; 1446578553.48; cycle_1; md_step
unit.000015; 1446578511.05; 1446578511.3; 1446578520.04; 1446578520.24; 1446578554.84; 1446578557.08; cycle_1; md_step
unit.000016; 1446578511.05; 1446578511.28; 1446578515.39; 1446578515.59; 1446578521.3; 1446578525.32; cycle_1; md_step
unit.000017; 1446578511.05; 1446578511.28; 1446578515.59; 1446578515.8; 1446578526.31; 1446578528.97; cycle_1; md_step
